Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
KRYS,"Krystal Biotech, Inc.",48.88,828201652.7,n/a,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/krys
TCPC,BlackRock TCP Capital Corp.,14.08,827422464,n/a,2012,n/a,n/a,https://www.nasdaq.com/symbol/tcpc
CARB,"Carbonite, Inc.",23.99,826381634.8,n/a,2011,Technology,EDP Services,https://www.nasdaq.com/symbol/carb
GSBC,"Great Southern Bancorp, Inc.",58.08,824829857.3,n/a,1989,Finance,Major Banks,https://www.nasdaq.com/symbol/gsbc
CFO,VictoryShares US 500 Enhanced Volatility Wtd ETF,49.67,822042175.6,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cfo
OBNK,"Origin Bancorp, Inc.",34.5,819236482.5,n/a,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/obnk
NTLA,"Intellia Therapeutics, Inc.",17.76,811826028,n/a,2016,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/ntla
MCRI,"Monarch Casino & Resort, Inc.",45.1,811154709.2,n/a,1993,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/mcri
INDY,iShares S&P India Nifty 50 Index Fund,36.95,811052500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/indy
USCR,"U S Concrete, Inc.",48.74,809875245.2,n/a,n/a,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/uscr
VCEL,Vericel Corporation,18.43,809285553.9,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/vcel
PFBC,Preferred Bank,52.65,806909898.6,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pfbc
QQEW,First Trust NASDAQ-100 Equal Weighted Index Fund,68.88,805896137.8,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/qqew
AMBC,"Ambac Financial Group, Inc.",17.65,803437548.7,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ambc
PACB,"Pacific Biosciences of California, Inc.",5.26,803069190.3,n/a,2010,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/pacb
LBAI,"Lakeland Bancorp, Inc.",15.91,802520748.9,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/lbai
STOK,"Stoke Therapeutics, Inc.",25.5,802253409,n/a,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/stok
SYBT,"Stock Yards Bancorp, Inc.",35.11,801309280.4,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sybt
SPNS,Sapiens International Corporation N.V.,16.03,801211524.1,n/a,1992,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/spns
CNOB,"ConnectOne Bancorp, Inc.",22.55,799527297.8,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cnob
FLDM,Fluidigm Corporation,11.54,796490038.4,n/a,2011,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/fldm
ORIT,Oritani Financial Corp.,17.65,795962967.8,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/orit
TBK,"Triumph Bancorp, Inc.",30.35,795339686.9,n/a,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/tbk
STMP,Stamps.com Inc.,45.9,794840936.4,n/a,1999,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/stmp
LILA,Liberty Latin America Ltd.,16.31,793433401.8,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lila
GPRO,"GoPro, Inc.",5.16,793375996.1,n/a,2014,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/gpro
RDVY,First Trust Rising Dividend Achievers ETF,32.04,792990064.1,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rdvy
ANGO,"AngioDynamics, Inc.",21.25,790837747.5,n/a,2004,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ango
GABC,"German American Bancorp, Inc.",29.62,789558835.9,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/gabc
TSCAP,"TriState Capital Holdings, Inc.",26.817,786788039.2,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/tscap
CERS,Cerus Corporation,5.7,785664880.8,n/a,1997,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cers
NFBK,"Northfield Bancorp, Inc.",15.77,784993934.8,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/nfbk
DOMO,"Domo, Inc.",28.58,782284757.9,n/a,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/domo
QTRX,Quanterix Corporation,31.08,779421318.5,n/a,2017,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/qtrx
CFA,VictoryShares US 500 Volatility Wtd ETF,53.35,778900983.9,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cfa
EMCI,EMC Insurance Group Inc.,35.91,778108186.2,n/a,1982,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/emci
YMAB,"Y-mAbs Therapeutics, Inc.",22.58,772092978.3,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ymab
NVMI,Nova Measuring Instruments Ltd.,27.6,771834828,n/a,2000,Capital Goods,Electronic Components,https://www.nasdaq.com/symbol/nvmi
TVIX,Credit Suisse AG,13.43,768643366.7,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/tvix
SP,SP Plus Corporation,33.53,766280805.6,n/a,n/a,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/sp
AMTB,Amerant Bancorp Inc.,17.72,765585370.2,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/amtb
OPB,Opus Bank,21.23,765523759.6,n/a,2014,n/a,n/a,https://www.nasdaq.com/symbol/opb
ZLAB,Zai Lab Limited,35.42,762818260.8,21536371,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/zlab
CHI,Calamos Convertible Opportunities and Income Fund,10.73,760465262,n/a,2002,n/a,n/a,https://www.nasdaq.com/symbol/chi
CARO,Carolina Financial Corporation,34,757617308,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/caro
PID,Invesco International Dividend Achievers ETF,16.25,755625000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pid
HMST,"HomeStreet, Inc.",27.94,753487233.2,n/a,2012,Finance,Major Banks,https://www.nasdaq.com/symbol/hmst
INTL,INTL FCStone Inc.,39.24,750583897.2,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/intl
UVSP,Univest Financial Corporation,25.61,750053105.5,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/uvsp
WVE,WAVE Life Sciences Ltd.,21.86,749024177.9,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/wve
SGH,"SMART Global Holdings, Inc.",31.9,748499877.4,n/a,2017,Technology,Semiconductors,https://www.nasdaq.com/symbol/sgh
ROAD,"Construction Partners, Inc.",14.53,747054414.1,n/a,2018,Basic Industries,Military/Government/Technical,https://www.nasdaq.com/symbol/road
TRST,TrustCo Bank Corp NY,7.71,746499940.7,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/trst
EGRX,"Eagle Pharmaceuticals, Inc.",54.42,745554000,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/egrx
OCSL,Oaktree Specialty Lending Corporation,5.27,742862630.8,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ocsl
VRTS,"Virtus Investment Partners, Inc.",105.95,740302422,n/a,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/vrts
OFLX,"Omega Flex, Inc.",73.03,737005760.7,n/a,n/a,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/oflx
CBTX,"CBTX, Inc.",28.34,736820077,n/a,2017,Finance,Major Banks,https://www.nasdaq.com/symbol/cbtx
AXGN,"AxoGen, Inc.",18.75,735096993.8,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/axgn
TVTY,"Tivity Health, Inc.",15.4,734615512.4,n/a,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/tvty
PI,"Impinj, Inc.",33.75,729917021.3,n/a,2016,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/pi
CTBI,"Community Trust Bancorp, Inc.",41.06,729749936.2,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ctbi
AFYA,Afya Limited,24.52,729545006.7,n/a,2019,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/afya
HCM,Hutchison China MediTech Limited,20.39,728987235.7,35752194,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/hcm
ASTE,"Astec Industries, Inc.",32.23,726162269.4,n/a,1986,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/aste
FEM,First Trust Emerging Markets AlphaDEX Fund,25.2,725760050.4,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fem
BMTC,Bryn Mawr Bank Corporation,35.99,725095964.5,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bmtc
HBNC,"Horizon Bancorp, Inc.",16.08,724448171.8,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hbnc
KURA,"Kura Oncology, Inc.",18.96,723979011.1,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kura
UBNK,"United Financial Bancorp, Inc. ",14.15,722994179.3,n/a,n/a,Finance,Banks,https://www.nasdaq.com/symbol/ubnk
RDNT,"RadNet, Inc.",14.41,721652483,n/a,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/rdnt
OMER,Omeros Corporation,14.7,721150630.2,n/a,2009,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/omer
ESGE,iShares ESG MSCI EM ETF,34.29,720090000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/esge
NESR,National Energy Services Reunited Corp.,8.26,717767394.5,n/a,2017,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/nesr
ABTX,"Allegiance Bancshares, Inc.",33.46,714086389.2,n/a,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/abtx
QTNT,Quotient Limited,10.78,713410805.8,n/a,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/qtnt
ARCB,ArcBest Corporation,27.76,708249041.4,n/a,n/a,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/arcb
RYTM,"Rhythm Pharmaceuticals, Inc.",20.49,705515101.8,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rytm
LK,Luckin Coffee Inc.,23.4,702000000,30000000,2019,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/lk
ENDP,Endo International plc,3.14,700544707.4,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/endp
FIXD,First Trust TCW Opportunistic Fixed Income ETF,51.69,700399603.4,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fixd
ITRN,Ituran Location and Control Ltd.,29.81,699802598.1,n/a,2005,Technology,Electronic Components,https://www.nasdaq.com/symbol/itrn
DOYU,DouYu International Holdings Limited,10.38,699478201.8,67387110,2019,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/doyu
CASS,"Cass Information Systems, Inc",48.15,699440093.1,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/cass
SCHN,"Schnitzer Steel Industries, Inc.",26.08,698385262.1,n/a,1993,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/schn
HMHC,Houghton Mifflin Harcourt Company,5.61,696260168.7,n/a,2013,Consumer Services,Books,https://www.nasdaq.com/symbol/hmhc
MDIV,First Trust Multi-Asset Diversified Income Index Fund,18.64,696204037.3,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mdiv
WIFI,"Boingo Wireless, Inc.",15.8,694965638.6,n/a,2011,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/wifi
FLMN,Falcon Minerals Corporation,8.09,694595386.4,n/a,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/flmn
MOBL,"MobileIron, Inc.",6.38,693645383.9,n/a,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mobl
TYPE,Monotype Imaging Holdings Inc.,16.76,693418804.1,n/a,2007,Technology,EDP Services,https://www.nasdaq.com/symbol/type
GLDD,Great Lakes Dredge & Dock Corporation,10.92,691978505.4,n/a,n/a,Basic Industries,Military/Government/Technical,https://www.nasdaq.com/symbol/gldd
ATRA,"Atara Biotherapeutics, Inc.",14.79,690201528.3,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/atra
PRSC,The Providence Service Corporation,53.51,690000480.5,n/a,2003,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/prsc
JOUT,Johnson Outdoors Inc.,68.63,689735686.4,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/jout
CDC,VictoryShares US EQ Income Enhanced Volatility Wtd ETF,45.95,689188518.9,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cdc
CYRX,"CryoPort, Inc.",19.45,688079674.2,n/a,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/cyrx
TGTX,"TG Therapeutics, Inc.",7.56,686715087.2,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tgtx
DCOM,"Dime Community Bancshares, Inc.",19.01,685431878.9,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/dcom
MGNX,"MacroGenics, Inc.",14.04,685230904.8,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mgnx
GMAB,Genmab A/S,18.05,684631446,37929720,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/gmab
DTIL,"Precision BioSciences, Inc.",13.55,682401102.8,n/a,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/dtil
DMLP,"Dorchester Minerals, L.P.",19.59,679376772.7,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/dmlp
VNDA,Vanda Pharmaceuticals Inc.,12.69,672109048.4,n/a,2006,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vnda
RUTH,"Ruth&#39;s Hospitality Group, Inc.",22.05,672079612.1,n/a,2005,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/ruth
ATEX,"pdvWireless, Inc.",45.23,671020429.7,n/a,2015,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/atex
CAC,Camden National Corporation,43.23,671003220.7,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cac
CYTK,"Cytokinetics, Incorporated",11.6,669566917.6,n/a,2004,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cytk
CENX,Century Aluminum Company,7.53,668790180.2,n/a,1996,Basic Industries,Aluminum,https://www.nasdaq.com/symbol/cenx
HLIT,Harmonic Inc.,7.52,667735452.2,n/a,1995,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/hlit
MBUU,"Malibu Boats, Inc.",31.98,666818082.1,n/a,2014,Capital Goods,Marine Transportation,https://www.nasdaq.com/symbol/mbuu
INFN,Infinera Corporation,3.75,666678390,n/a,2007,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/infn
XOG,"Extraction Oil & Gas, Inc.",4.08,664424785,n/a,2016,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/xog
CMTL,Comtech Telecommunications Corp.,27.5,663791755,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/cmtl
COOP,Mr. Cooper Group Inc.,7.27,661919047.2,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/coop
HAFC,Hanmi Financial Corporation,21.37,660932278.9,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hafc
GOOD,Gladstone Commercial Corporation,21.15,658907501.9,n/a,2003,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/good
PLAB,"Photronics, Inc.",9.82,658584732.1,n/a,1987,Technology,Semiconductors,https://www.nasdaq.com/symbol/plab
ZUMZ,Zumiez Inc.,25.56,657937097.3,n/a,2005,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/zumz
URGN,UroGen Pharma Ltd.,31.64,657841319.8,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/urgn
PEBO,Peoples Bancorp Inc.,31.7,655955895.5,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/pebo
PSNL,"Personalis, Inc.",22.04,655716470,n/a,2019,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/psnl
EIGI,"Endurance International Group Holdings, Inc.",4.49,655363179.3,n/a,2013,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/eigi
QADB,QAD Inc.,33.25,652976467.5,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/qadb
LOB,"Live Oak Bancshares, Inc.",16.17,649771350.7,n/a,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/lob
OSTK,"Overstock.com, Inc.",18.39,648721686.2,n/a,2002,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/ostk
EXPI,"eXp World Holdings, Inc.",10.51,648224471.2,n/a,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/expi
BBSI,"Barrett Business Services, Inc.",86.28,639320305,n/a,1993,Technology,Professional Services,https://www.nasdaq.com/symbol/bbsi
CTRL,Control4 Corporation,23.85,639119301.8,n/a,2013,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/ctrl
HCCI,"Heritage-Crystal Clean, Inc.",27.63,638956846.6,n/a,2008,Basic Industries,Miscellaneous,https://www.nasdaq.com/symbol/hcci
LMAT,"LeMaitre Vascular, Inc.",32.48,638921615.4,n/a,2006,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/lmat
KBAL,"Kimball International, Inc.",17.39,638598397.2,n/a,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/kbal
CDLX,"Cardlytics, Inc.",28.25,637588911.8,n/a,2018,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/cdlx
APM,Aptorum Group Limited,21.9475,637248208.4,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apm
LVHD,Legg Mason Low Volatility High Dividend ETF,32.28,635969843,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lvhd
WINA,Winmark Corporation,169.01,635340025.9,n/a,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/wina
PLMR,"Palomar Holdings, Inc.",27,633656250,n/a,2019,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/plmr
MSBI,"Midland States Bancorp, Inc.",25.88,633244029.5,n/a,2016,Finance,Major Banks,https://www.nasdaq.com/symbol/msbi
ULH,"Universal Logistics Holdings, Inc.",21.94,632723864.4,n/a,n/a,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/ulh
AKRO,"Akero Therapeutics, Inc.",23.35,631503598.7,n/a,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akro
TTGT,"TechTarget, Inc.",22.82,629737662.1,n/a,2007,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ttgt
LASR,"nLIGHT, Inc.",17,629082382,n/a,2018,Technology,Semiconductors,https://www.nasdaq.com/symbol/lasr
XENT,"Intersect ENT, Inc.",20.04,626175190.7,n/a,2014,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/xent
SLP,"Simulations Plus, Inc.",35.69,625698771,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/slp
HSKA,Heska Corporation,80.72,625632629.4,n/a,1997,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/hska
CRWD,"CrowdStrike Holdings, Inc.",86.74,623951265.7,n/a,2019,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/crwd
ERII,"Energy Recovery, Inc.",11.43,622691152.4,n/a,2008,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/erii
ORBC,ORBCOMM Inc.,7.81,622262288.9,n/a,2006,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/orbc
CONN,"Conn&#39;s, Inc.",19.44,620561250,n/a,2003,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/conn
FFIC,Flushing Financial Corporation,22.01,620399919.8,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ffic
RCKT,"Rocket Pharmaceuticals, Inc.",12.25,616045603.3,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rckt
LBC,Luther Burbank Corporation,10.93,615551641.3,n/a,2003,Finance,Major Banks,https://www.nasdaq.com/symbol/lbc
FFWM,First Foundation Inc.,13.79,615321259.5,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ffwm
QYLD,Global X NASDAQ-100 Covered Call ETF,23.47,614883324.7,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/qyld
IMKTA,"Ingles Markets, Incorporated",30.32,614276408.3,n/a,1987,Consumer Services,Food Chains,https://www.nasdaq.com/symbol/imkta
COHU,"Cohu, Inc.",14.97,614023232.5,n/a,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/cohu
PAYS,"Paysign, Inc.",12.93,610708622.2,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/pays
CLVS,"Clovis Oncology, Inc.",11.2,610253313.6,n/a,2011,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/clvs
